book_author_id,first_name,last_name
27a17125-8fce-4c96-b399-9499aa67f3e9,P.,Barahona
73fc8007-a33b-4c90-9212-7f97d5c6f68c,Lon,Barfield
369348dc-dba7-49ce-a200-49488255ba83,Nabajyoti,Barkakati
c5f48efc-16af-46c0-9607-34df5cec029a,Edward,Barrett
d14093cd-c02e-4865-9ffd-c726b2a13564,Leonard J,Bass
a68e17c7-16e3-4fa5-894a-b8ac7de36596,Monika,Bauer
c7625111-1563-4976-b0de-37a1c0e06375,Penny,Bauersfeld
93193bbd-8122-4d83-8280-54310cfaf84e,Hedley,Beare
d4683c85-e017-4973-9b56-406119447cb9,K. G.,Beauchamp
01e30a0b-5238-4651-b0ca-51fdaa397719,Hellen,Bee
0ac25e06-4115-412e-8a99-dba6ab8d4901,David F.,Beer
efb39040-c322-4148-8141-fedf0c67652c,Annabel,Beerel
0cd8b799-c691-4a61-9c2a-9c4537b03336,Edward A.,Bender
dd480c74-457f-4658-b604-be62e1c5078b,Michael,Benedikt
cfc9f600-f105-4ca5-9e86-4646dd6aab3e,Frederic,Benhamou
519e8ead-bf41-4659-bac0-3fc4792779c6,Neville,Bennett
89d90087-6889-4dc7-a523-ec0567949d1f,David,Benyon
3e1a35c9-e7c3-4cfb-8493-087f0b602179,L.,Beolchi
87790a99-e89a-4683-a944-cfdf09a64e65,Jane R.,Berliss
71e9945e-204e-46c7-9237-2a67b2df7fef,John,Berry
1d70e81a-6511-4a59-8034-ccdabf499a76,G. G.,Bes
7e1f9575-c5e7-4566-a5f1-2e1a52495338,S.,Bescos
65fe9d19-5520-4dd2-ab7d-49f6db97007f,Rene,Besson
a3cdd1e5-03f4-48be-bfd9-c0b3810fbfe5,Nigel,Bevan
7fc77782-266e-459d-9c8e-a3b63a7a3a0c,Paul,Beynon
7c11035a-c128-47f6-b7e0-74a0c4469579,Ramachandran,Bharath
403e81c1-fd58-4e0f-bea3-b08f56d0d105,R. G.,Bias
82616f02-91e0-4d3b-b85f-b8a013ff10d9,Wolfgang,Bibel
4065aa26-ba0f-474a-b608-c3ae34d047ea,Dick,Bierman
c99c1824-5021-4dc0-906d-461244356d65,Alan W.,Biermann
4f2fd471-9a43-48bd-8241-cfe159fac0bd,Morris L.,Bigge
af4f697a-cb56-4968-adbc-8c33fa695a81,Per,Bilse
59efed01-3bb0-406d-8603-78eb4a95d291,John,Bingham
0ef125ea-f2b5-45ce-ac50-1c0ab418b8e5,Mary,Binion
2c654261-a198-4c58-bba5-9769a6fbf332,Richard,Bird
713595a9-8946-438a-bd7d-eca694ba1503,Robin J.,Birn
0b2c54fe-d5ae-4439-ab8c-c0fc76a8ddd4,T.,Bitzou
2bba9bdf-10ad-4bcb-9f2c-c4c6ee336993,Uyless,Black
47055780-ba27-4eeb-98be-53db2d9ce83c,Frank,Blackler
d59747f9-a150-4abb-90dd-0da94fd50e49,Marion,Blank
61b4cbf8-a65d-4cd3-9953-8f506bfba006,Robert W.,Blanning
8fa94e5d-ede2-4d57-b72e-0fc9584bf915,A.,Blaser
8a4ad444-c671-48e1-a770-b9aa371e9c8f,Meera M.,Blattner
6d3e1d1b-aa82-4b06-ba56-d60dc8d05e56,Brian,Blau
5c0b77f2-36d5-4695-b03a-84d37b83a3b4,Ron S.,Blicq
2e4a02e2-0a98-4454-937e-012a58583397,Charles K,Bliss
1f64cdfd-1f8c-4a58-88e7-d5e8aed9ca5e,Frances,Blomeley
942dbacd-a600-4047-b0fd-c746d33fe52f,Bernard H.,Boar
57ff78f3-3a24-48bd-882b-e6a88c53b807,Daniel G.,Bobrow
4f03e1f3-b25a-415f-9f7a-2c3b440794d1,Barbara,Bochenski
f57e0c1e-d1b2-49ef-b7f8-a3dc1ac7b62f,H. H.,Bock
eefdb4e0-e2d6-472e-a504-ad950c54e7cd,F.,Bodart
ed3e7b7a-aa63-4fb3-b6bf-4f8bf4548112,Susanne,Bodker
8c48b96d-7be1-49c3-88c2-ab10e1d00bf5,Leonard,Bolc
bc941e8f-f045-4ddf-b415-5eb2d783827d,Werner,Boldt
81cddcf0-b0ef-40b0-a279-e40d8f498b81,John E.,Bonnie
d79fa1a9-24ce-4799-9759-92cc57605ba8,J.,Boose
1fb00676-eea3-42a1-a62a-67c178756a7e,Paul A.,Booth
2d9eac83-bb01-40e4-80b7-2bcbb43e0c39,Gary C.,Borchardt
96366268-1679-4a5b-baf3-64edb51f4848,Peter A.,Borden
69e8b5a7-d838-41aa-b7bc-140b2ee1bb86,Jim,Boucher
676480d8-22f5-483e-86b4-2860c5f19c11,Theo,Bougie
0244deba-e825-4e95-93a0-035223c67964,Herman,Bouma
36e306d2-d802-4133-a4dc-9242187090af,Sing Tze,Bow
2798bec3-6a9d-447f-853b-b2a641446d07,David J.,Bowers
5173c4ef-fe4d-480f-ae4b-3375e648fde9,J. M.,Bowers
0f064abd-2c83-463f-82a5-eab685ca141e,Kevin,Bowyer
a4ef4ce2-88e5-42cb-ba21-6b1ead2f688a,R. D.,Boyle
ab03ca81-10ee-4631-bcb6-878f9dfa0110,Ronald J.,Brachman
1974401f-71c5-44b6-8831-7866c44727e6,Gunilla,Bradley
342c1d62-0337-4dd0-bc32-5b13498cc2ee,Stewart,Brand
5202aa6e-c598-4373-a8f7-3649f429ebe9,Lieve Van den,Brande
30c9f26a-315f-47fd-8b54-6167490ee739,Ase,Brandt
c93e3014-7a87-4340-9f58-83a67a09af3d,Lewis M.,Branscomb
7632e480-a776-4590-8576-2920e7b0ec7a,Kenmore S.,Brathwaite
9e096d44-a0ed-451d-bd11-c7df3008d72a,Gerrit,Breede
ad2511bc-54e2-4bbc-8b34-85a597b0ba96,R. L.,Brewster
e1871748-e717-4d68-8d19-874ee7359dfc,Steven,Broadbent
7ef23a17-8b7d-4438-aee0-ce3e20e3737d,R. John,Brockmann
d57e1b9f-1f16-4cb6-8646-a30c6f568563,Jane,Brodin
513848e2-6df5-4f76-90a6-b296d3553ce7,K. W.,Brodlie
0aef0995-78d0-4a5c-bd4e-90d2030055d1,Peter,Brodner
0059a6eb-3d07-4732-bf77-92d5349b3244,S.,Brookes
ef86db00-8e89-4a94-9ac4-15e84ed7d2e2,Heather,Brown
b6048d22-7bab-4874-bbbf-47b427d05300,Judith R.,Brown
502671de-e9da-4bd0-a8d0-85f98562914c,Ogden,Brown
239bf347-ab41-4cd7-94ae-25c55c0edb33,P. J.,Brown
3c095d81-4a0c-4a41-ad9b-33cdfaf3d9c6,Ray,Browne
38a80df7-333c-49c3-aefb-59ecb1ace5fd,Clifford E.,Brubaker
02ed8641-01cd-4dfe-822a-ea50b2619c59,Ian,Bruce
3f7cd7ea-b90d-478a-9180-1c13da30fb5f,James F.,Brule
64d15eac-fc93-4880-ae0d-962991050388,Stanley A.,Budd
c4e96605-68b7-4c91-bd87-558dda1be66e,Reinhard,Budde
1c6f332b-e84c-42b5-a602-0065bfb702a2,Hans Jorg,Bullinger
106d3115-7b0e-4f92-8264-aeca3ab795d5,Alan,Bundy
5ed8e0e0-c9c2-46ec-af0e-c1bca67d3993,John G.,Burch
46adb292-eb7a-4b86-bff1-697e56804e13,Jonathan,Burchell
471e300f-1ce0-4bd1-9342-170c7160cf2c,Dominique,Burger
438844c7-cc58-4514-8a51-e623970c7d2a,Jeff,Burger
5b9776f6-9bea-4350-9ac1-e3ee20265c5b,Peter,Burger
bb28d8b4-033e-49ff-99e2-e760a503d251,Barbara,Burns
6399f83a-4c8a-47ca-966a-9b00ecbf4458,David,Bush
12e46f39-c434-4a5c-aea4-7a5e00847934,G.,Butcher
f78a8ebf-8e9b-4e85-8d7f-a7f0ceca9191,Keith,Butler
bc1156a3-91ce-4818-910d-704dd0a0895d,George,Calhoun
2d814afe-8738-47ed-9c5d-ce72f30c1136,Phillip T.,Callison
87162cd2-efc7-4600-955d-ca811db6af88,Keith,Cameron
b26c7629-58b7-4d31-b4f2-3b42ed3c3c88,Joe,Campbell
a6db51e2-2c0a-4b2b-aaf8-963827b1cf93,Stephen K.,Campbell
a102592e-25ff-4511-a762-89e4cc9fbccf,H. L.,Capron
4c09e9d3-48b9-475b-b0b9-fb8e5a7bd8d8,J.M.G.,Caraca
81dffc41-9a4a-4fd8-8711-7716e6951535,Jaime,Carbonell
89bb4fa4-4f1e-452f-b74a-88ffd0570755,Noelle,Carbonell
6a4f7084-b5f3-485b-a6bd-e5e00630edfc,Stuart K.,Card
9f65bf5f-0855-4c10-9a28-d77f20144389,Lu,Carella
2e0b40b4-17df-4283-a482-8604b803409c,Jane M.,Carey
1dc79639-e93f-4081-9b74-ef80556f7464,A.,Carlisle
c80249e2-589e-4621-b611-8777bd869886,Bob,Carpenter
1805ba33-d8d0-40f9-8485-c488357dd058,Michel,Carpentier
79276943-29d1-470b-a4bf-66b379e2ff6e,Janet,Carr
ef8c5b7d-2648-4104-994b-bb404a6e17d4,Joseph J.,Carr
2498dbb7-9003-4da9-97ef-bc884da481bc,Karen,Carr
53eabb3b-1d2c-4ed4-8570-02ee7c367235,Jane,Carrasco Chew
22ae562c-7429-4d09-af91-f283ca5b8236,Michael,Carrier
a2376f23-a7af-402c-aca1-ca0d8772ee97,John M.,Carroll
af181e4c-3874-4c22-bd49-fd1485cd5868,Charles,Carter
04f85c27-1bf1-4ea5-b3fc-a6774547e732,Tiziana,Catarci
877bcab6-7c13-47af-a6e1-94a29579027f,Bernard J.,Catterall
8dd11e3e-26ce-4e3c-98fe-4833905e4888,Maureen,Caudill
10e0e057-498c-4dba-8a79-e5a3ac3ccdd8,Alison,Cawsey
5cb3a4da-ec1a-4167-b930-00361c32a7df,Francois E.,Cellier
daa3b616-7671-409e-8c3c-55aabe62a135,S.,Ceri
b04821a2-f743-4294-9a1b-87e9d2334496,Christopher F.,Chabris
cd64ef10-df34-40ab-8c73-f0dae3c7c944,Teresa,Chambel
4c6033f4-f837-40ef-98e7-d5cd1c923baa,Anthony,Chandor
897de26a-155f-4916-b375-79f7581d5332,Shi Kuo,Chang
405b2278-603b-4252-a1d9-5d0c155b84e2,Elizabeth K.,Chapman
973af6f1-a078-4e97-ac55-fd3a4e6c5b7a,Robert L.,Chapman
646805d8-2bf1-4663-baef-a973d3edefd5,Antonio,Charana
4e1cfb65-adf9-4e07-a2b6-c050d3ce240f,David,Charles
3d196d4f-277a-4f64-ae9c-e0ebf037a5db,Steve,Charles
15398c34-fcaa-4d41-bda6-b243c595f9a4,Eugene,Charniak
1fd2d1e1-5552-4f0c-85c8-872bbb929550,Peter,Checkland
18b462ba-ef2d-41fe-b68a-3985c473a3de,Harry R.,Chesley
0d89b4ae-ca22-4031-b1ac-236825d3e710,Elliot,Chikofsky
f7dc9961-53a7-4153-9a08-dd809872be2c,Roger K,Chisholm
c080aaa5-eb8a-4e93-8e23-a940d2c0d8d5,Peter M,Chisnall
4b9f760b-d701-4ceb-ad25-b4311ffdb3f4,Dimitris N.,Chorafas
1ceaeb5e-2d1e-48fd-8b7e-723bafe238db,Larry B.,Christensen
7352f459-e6a8-4753-8b67-a564ec44ed76,Kaare,Christian
950228e6-4989-4062-9083-918a01a60f37,Eliot,Soloway
53a71e5c-a770-479b-b1d6-47257b16491c,William J.,Clancey
fcb7bb62-992b-48bb-97a7-5114ea98b9ea,David R.,Clark
a1d73000-032c-4632-97e8-27e8fbc0fb70,T. S.,Clark
9c7c4d22-654a-446a-84d8-3d5b9ec58f3f,Anne M.,Clarke
b12f0b37-d302-4efd-a09b-b16e9975af2b,Pauline,Clayton
b42ce9ce-50d9-4e47-a1f8-e67a2af9b8de,D. M.,Cleal
e9f58c70-8183-4365-a649-a3094ea229a8,Axel,Cleeremans
482708eb-c58c-44a3-8a39-8c38e8d375c4,Jeremy R.,Clough
f4f0bbd1-0d1d-46f7-b52a-595fb6e0492f,J. C.,Cluley
f543629e-c287-41d1-b629-96d57c19ce91,Petter,Coad
7833b146-11ea-4cdd-a038-297420667c84,R B.,Coats
d5c522cb-c466-47aa-adac-23b868ff3a99,George,Cochrane
1954d032-02cd-4676-b244-38454bd59342,G.,Cockton
21715a0d-13cb-4e96-8f98-97f37902f01c,Frans,Coenen
7504d265-2366-42a9-a963-d8d91787096f,Arnon,Cohen
3684db6b-4074-46ad-8abe-e34cae4bc3ee,Andrew M.,Cohill
331aa00e-2b72-4b98-ab23-880e5efd5c13,Philippe,Coiffet
af1aad80-5723-4e6f-848b-f8246b05284b,Robert,Cole
9d8210f6-871c-495a-a1e4-dac8236c573a,R.,Colin-Johnson
ef8881cc-719c-42b8-8230-3824282a2736,Harry M.,Collins
91cc5bc0-0995-49c2-a7be-20962b2233da,David,Colven
aa223c4d-e832-4085-aaee-ececd78a422b,Nora,Comstock
ee5b086c-9594-4fe9-82a6-4e4cd3300da3,Sharolyn A.,Converse
0f9a5a47-5a10-4842-9b9c-d23364b91804,Albert M.,Cook
9c8620c4-c2e4-4c3b-bce2-0162bc4732bc,Robert,Cook
4fcf5244-e6ad-458c-a156-6ddc4bd483d5,Ian,Cooke
925b03ba-b677-4a95-be54-ccb7521a4cce,Doug,Cooper
df1aacef-c526-4815-af9d-54174dc48bb3,Richard,Cooper
fabdb30a-a6f3-4974-bd86-1f68c974d033,Ross,Cooper
716fe169-b357-42aa-9be1-14986e09b421,Eileen,Cornell Way
38148e44-4cab-4d81-82c0-814064c9c03b,Ernesto,Costa
6d5c6902-f614-4b3d-8cc4-2a1466fba933,Harold P.,Cott
4cb8ecdb-4e86-4a38-aac1-af8a2276a28e,Neal S.,Coulter
e3860595-5229-41aa-aa68-3e55478459b5,D. R.,Cox
cd851d6a-4a58-425d-bbd0-da375a05bfdf,Kevin,Cox
32fe7285-4c80-43cd-90fc-e1bfe1a8492a,Marion,Cranmer
20e5bd67-a93a-431a-b18e-f9b3fba977ea,William,Crighton
235ec63b-423d-4c52-8038-3873c08cae00,Nigel,Cross
3297319c-793d-4378-8dd9-15a67999fec4,James,Crown
3f9c883a-8dd2-41d9-af95-11575bc39f07,Kevin,Cullen
c2f9f248-eb32-4786-98cf-cf8d777782ee,Steve,Cunningham
7214191f-d517-4acd-befa-bf7433938784,Bill,Curtis
8b58b791-35dc-4a67-9083-6c12476426bc,William H.,Cushman
2e105269-0610-4e4a-8d8d-fc21412d2a18,Emilio Q.,Daddario
3ef36297-6129-46c1-9ef3-c1231d48b5fd,Robert,Dale
b1333368-8144-42a2-9e8e-dfc0c4563823,Roger,Dale
5879e306-11d3-486d-b7c2-18ab0b63e702,Diane L.,Damos
758891c6-84d2-4897-85b0-b1272b351250,Harry,Daniels
d606f71d-5484-48c5-8310-f45971d972ac,Paolo,Dario
b08e0806-9273-4755-ba5c-14c9b8f1fc2d,Belur V.,Dasarathy
f27473c6-2382-4286-b48a-359573e62a5d,C. J.,Date
c806c799-1a2e-490b-8fe3-987ba8b0fe90,Patrick,Daunt
278b74a9-bd70-4c30-9173-a8b6a25461ea,Jean-Marc,David
aed2fbd4-b55d-401b-80f9-60fee8c82ccb,Hugh,Davidson
4be89ac8-ea73-4825-afbf-a2c87fc6f88f,Robert P.,Davidson
7a52f5a7-338b-4278-b3b6-855f5c2d51bf,Leonora,Davies
a7c0d3e4-cc23-4477-b266-2a332ecc5fcf,Lynda J.,Davies
e0a45149-c50c-4098-8b23-311bd650a21c,Ben,Davis
1cbbe33d-5ffb-4148-aac3-bc63837a2f7a,Keith,Davis
bec39142-2186-4c87-8b18-dc2edf906485,Wayne A.,Davis
5da03952-3dab-47f6-ac84-dbcb0137381c,R. A.,Day
ed4700e7-93e1-417e-bce6-fe2baf96991f,E.,De Corte
6415d47f-2938-4ab6-8333-f701af0279b6,S. M.,Deen
49c6fce6-0b61-453f-a9ab-3a21a33a3162,John,Deep
77eac3a3-f170-4e89-be26-29a425b4415e,J.,Demongeot
8f95dc3f-ee01-40b2-bfa7-a304256462b4,Sandra,Denno
ca61c2d3-ff03-4b9b-84cf-901330c8a85e,P.,Deransart
a93fa281-d746-487f-8531-4a84051b772b,Barry,Desmond
8118aeaf-87c5-4b19-aade-1e7b2057dbae,Dan,Diaper
4f6dd5f5-a32d-4459-b603-adafdda187e3,Jorge L.,Diaz-Herrera
42eb6347-821c-44ff-90fe-caa695740bce,Michael J.,Dick
0922ab79-6921-45e1-b67e-80f7130a2e24,Keith,Dickerson
c1d406d7-7046-4cd6-b963-8b73e6dbf3ab,John W.,Dickey
fbee2702-a5da-4c6a-bf09-54959bd927ef,S.,Dijkstra
04f3d79b-5b94-4ae3-9c48-036ce6f7f66b,Andrew,Dillon
f79d5f1d-abb0-4872-b471-ac9330f7e32c,Tharam,Dillon
f6a16ea8-4829-4228-a4d1-01a6e559d093,Alan J.,Dix
92e9698a-ea22-43fd-9f76-08abb72059a5,M.,Doerr
11d97c8b-57be-49f9-b6d4-0795f30309b3,Asuman,Dogac
8da4f81f-0500-458f-a187-4f853b1943da,Stephen,Doheny
2a1148d6-e432-4214-af1e-14f90b8218b5,Max,Donath
288272c1-d37e-419f-b31b-c43323e71c2b,Olof,Dopping
9d91747c-80a6-4782-81c1-a0e891cd17d5,Herbert S.,Dordick
5db3a6c5-8ece-41d9-b2c9-202ac082a995,Merlin,Dorfman
78e682e9-b727-47ce-ad21-b3635ab5be57,Rudiger,Dornbusch
89d256e3-473e-46bd-bf58-ea502353d8f4,Bonnie Jean,Dorr
58213eba-a52c-422d-b4fe-a59ff30f357f,Andrew,Doswell
55133a0c-40cf-4938-bd89-918e158504e9,Ann,Douglas
2b8f3de7-88ea-4aad-940f-403ffc71f2aa,Georgios I.,Doukidis
014ea44c-00d4-430b-90ca-53562111b2f6,Andy,Downton
78e538cf-9675-431e-b94e-41f81ba15c55,K. Eric,Drexler
581a8417-687c-40ac-bd3b-e0251cdb01b7,Hubert L.,Dreyfus
695dc34e-a364-44ea-b52d-842798aad5e5,Allison,Druin
871c06e4-2187-4ae4-a57e-369cb25cf565,D. A.,Duce
b1d7946d-ff96-405d-8774-7527d5d2101d,James W.,Dudley
2fe2e431-b9cd-443c-b152-88a2c045c20e,Thomas M.,Duffy
19ba08d9-ed15-4304-a656-412c9f8e106a,Jan,Dul
ac171049-d63c-4db7-a4aa-12bc3e0bc731,Joseph S.,Dumas
5d77616e-8d3f-4c76-bfad-07375ce41c3a,Dick,Duplessie
8dd09419-8035-4b3b-90c8-ea8317857cd9,H. John,Durrett
70044a94-f4fa-4b35-859e-8b7ce3082436,Pierre,Dussauge
fd5576d1-102e-4cbe-8d71-205ff257fff2,Robert G.,Dyson
7e22e0b7-ef58-4ae4-8609-25022f29873a,Rae A.,Earnshaw
71619fde-962b-4ff0-90f4-5ab3fd38b712,Ken,Eason
d4d31316-41ab-47e9-a3a8-9a2bfc8adaba,Niger,East
b1633fa8-0b54-49e4-bcde-25fbda7334a0,Ray E.,Eberts
79951bb3-479c-431f-898e-8db3c58e887e,Rolf,Eckmiller
2eb02f7e-5d55-43b0-9d8e-94ab329d3f3f,Ernest,Edmonds
bb57c6b3-c4ed-4a66-99c5-340f01c4df06,Alistair D.N.,Edwards
4650a30c-11ca-43c3-a7db-51c826817887,Alan,Edwards
ae873a6c-0091-4601-b3ee-24a80d4c0d99,Janet I.,Egan
a5160318-5482-42a3-967e-3c9948ee18e4,Roger W.,Ehrich
20a9b7e2-0c9e-486a-b87c-298c705505f2,Dieter,Eichner
8ba76fad-8a80-4fb6-9aa6-3666b6bb860e,Jan van,Eijck
41423285-dcd5-4571-884f-cf06be3caaeb,Marc,Eisenstadt
82c71780-bd72-409d-b71f-5c5de328be36,Jan,Ekberg
b342426a-a6cf-4aae-8509-fc6bb4e7f221,Bruce,Elbert
8a3bbf13-8ae3-4099-aef3-1d6dd1917440,Lance B.,Eliot
79e1fbdb-6261-44a9-b871-bed6a5a212d4,Stephen R.,Ellis
e6c779dc-f6fe-4780-b713-060defcc3d3d,John,Ellison Kahn
c4a2ec57-c867-4b92-965f-fb3a1fd0f0bb,Jill H.,Ellsworth
ad40a97d-4ef8-499b-8610-7b61a7a5794a,Ramez A.,Elmasri
e2ae5520-dff0-4dec-b0b6-4868ecdef2fe,Gerd,Elmfeldt
4b00cd45-9ca2-4217-aa14-9068b93a6255,Ben A. G.,Elsendoorn
14aa37e1-e21c-48bc-8246-4b76bf4a1b7f,P. L.,Emiliani
3d9c2efe-0582-4246-bc1a-09a3702348ce,Jose L.,Encarnacao
c78620d1-d50a-417a-acd3-fcb34f518538,Alexandra,Enders
6c80d118-40ee-4207-9b72-7f0bc8edb624,F. L.,Engel
393a252a-2027-4420-972c-72d179018ddd,Joseph F.,Engelberger
c008fda0-11ac-41d5-a879-dfde93d40d80,K. Anders,Ericsson
2425db48-1788-4e58-b3bc-bb319d78cb80,Yasar,Ersoy
96a7e694-86d0-439a-9857-c96088aba6b0,Christopher,Evans
6d23580d-553e-47f2-ad9e-72ef8f1abc9e,Carl,Eugene
e1e175d7-6298-414e-8b6e-8c161c017783,Michael W.,Eysenck
17581758-9579-46b5-8ba2-cd6bee5f94bb,Lennart E.,Fahlen
2cac78e3-5878-4d81-8716-166714c060fd,Michael C.,Fairhurst
bb44ccc3-47ed-493b-a448-148bfd41fa7c,Aaron,Falbel
ebc7f377-3c98-4a87-9ada-ae5e117bb959,Mary,Fallenstein
eaf4a99d-9155-41ff-8d65-990fac350c83,Fred,Fallik
1053e9f2-ac3b-409f-b2d2-2d8f02cfb15d,P.,Falzon
d02c5b74-61d4-4863-9139-c35adc448098,Thelma A.,Farison
e35c1a8e-5d66-47c5-a41b-9a68c5f427ae,Tim,Farrell
1e575c02-a69e-4352-9e99-3d7c36558644,Margaret,Fawcus
0890db13-e436-4d52-a70c-44a2f7e808a8,Francesco,Fedi
bc69d943-1de0-4aa2-98ae-44b4b5754590,Edward A.,Feigenbaum
6af9e03c-1caf-4a7f-8952-3f6caa66eb9f,Steve,Feiner
c68cbf52-4632-4a30-80c4-c63a64d75cb9,H. M.,Felix
4686a352-fe20-4b82-9477-b99387ddd990,Klaus R.,Fellbaum
45b2ea9d-1b29-4a8d-a21a-56d075f9d47f,Sidney S.,Fels
607c7e36-a47b-4cda-866f-d13207215cab,Norman,Fenton
a461cb60-62d7-47a5-9401-451668c33fcc,David L.,Ferguson
bd3efcfc-f4a3-40b7-b402-a2ee08b33e32,C.,Fernmuller
c4a2e4f3-5aa8-4cf4-b06b-db6e5d3332c1,M.,Filgueiras
abc94490-f90c-435a-b0f3-23d797262ff2,Nicholas V.,Findler
9eff6d9c-e540-4e10-be2c-1230185997f7,Timothy W.,Finin
2fe10207-2424-496b-a412-649ee60a2b71,Donald G.,Fink
428b0ba0-d9cf-4688-b65b-34de83f44226,Ronald A.,Finke
5c6fed11-e1f4-4438-b711-4df97f0909f8,A cura di F.,Fioretto
542e5ee1-72b7-4409-b3b8-0336a1e91cb7,Maureen,Firlej
6db7259c-ab3b-4c19-b8cf-ae0f17df6636,Charles N.,Fischer
d0c36832-ab3b-48b9-8cde-be35d0eaaa2b,Edwin A.,Fleishman
47780c17-a2f6-40d5-bfc2-7c96579c3078,Jorgen,Flensholt
71072aa7-124c-4e57-8b84-048d95c22159,Padraig,Flynn
96510035-6129-40fa-a771-5503ae0967a9,James D.,Foley
13cd7649-d8cb-4afa-ae83-d28b821ca3a6,Kenneth D.,Forbus
1236b9b2-dcfe-4ae2-8e84-c9d58059c9bc,Kenneth M.,Ford
f9bd6bd6-b95b-4f85-84c8-f3d2fb94d5c0,Tom,Forester
44a41595-a2e7-4407-b884-1c8500bebd8e,Caxton C.,Foster
