BookID,BooksReaderID,DateIssued,ReaderID,ReturnedDate,Type
3151,526,2004-11-16 00:00:00.0,105,2004-11-23 00:00:00.0,copy
3343,527,2002-07-23 00:00:00.0,11,2004-12-01 00:00:00.0,copy
3394,528,2003-02-18 00:00:00.0,83,2004-12-01 00:00:00.0,copy
3393,529,2003-02-18 00:00:00.0,83,2004-12-01 00:00:00.0,copy
3431,530,2003-09-29 00:00:00.0,83,2004-12-01 00:00:00.0,copy
3346,531,2002-08-23 00:00:00.0,83,2004-12-01 00:00:00.0,photocopy
3392,532,2003-02-18 00:00:00.0,83,2004-12-01 00:00:00.0,copy
3466,533,2004-06-28 00:00:00.0,102,2004-12-01 00:00:00.0,copy
3465,534,2004-06-28 00:00:00.0,102,2004-12-01 00:00:00.0,copy
3332,535,2004-11-16 00:00:00.0,105,2004-12-14 00:00:00.0,copy
3344,536,2004-09-07 00:00:00.0,76,2004-12-20 00:00:00.0,copy
3362,537,2004-11-16 00:00:00.0,105,2005-01-10 00:00:00.0,copy
3339,538,2004-11-16 00:00:00.0,105,2005-01-10 00:00:00.0,copy
3274,539,2004-12-20 00:00:00.0,76,2005-01-18 00:00:00.0,copy
3367,540,2003-02-04 00:00:00.0,81,2005-01-26 00:00:00.0,copy
3393,541,2003-02-21 00:00:00.0,81,2005-01-27 00:00:00.0,photocopy
3488,542,2005-01-28 00:00:00.0,93,2005-02-04 00:00:00.0,copy
2094,543,2005-02-02 00:00:00.0,93,2005-02-04 00:00:00.0,copy
1483,544,2005-02-02 00:00:00.0,93,2005-02-04 00:00:00.0,copy
1444,545,2005-02-02 00:00:00.0,93,2005-02-04 00:00:00.0,copy
1548,546,2005-02-02 00:00:00.0,93,2005-02-04 00:00:00.0,copy
1837,547,2005-02-02 00:00:00.0,93,2005-02-04 00:00:00.0,copy
2090,548,2005-02-02 00:00:00.0,93,2005-02-04 00:00:00.0,copy
50,549,2005-02-02 00:00:00.0,93,2005-02-04 00:00:00.0,copy
51,550,2005-02-02 00:00:00.0,93,2005-02-04 00:00:00.0,copy
785,551,2005-02-02 00:00:00.0,93,2005-02-04 00:00:00.0,copy
852,552,2005-02-02 00:00:00.0,93,2005-02-04 00:00:00.0,copy
1659,553,2005-02-02 00:00:00.0,93,2005-02-04 00:00:00.0,copy
1172,554,2005-02-02 00:00:00.0,93,2005-02-04 00:00:00.0,copy
1844,555,2005-02-02 00:00:00.0,93,2005-02-04 00:00:00.0,copy
926,556,2005-02-02 00:00:00.0,93,2005-02-04 00:00:00.0,copy
651,557,2005-02-02 00:00:00.0,93,2005-02-04 00:00:00.0,copy
787,558,2005-02-02 00:00:00.0,93,2005-02-04 00:00:00.0,copy
893,559,2005-02-02 00:00:00.0,93,2005-02-04 00:00:00.0,copy
53,560,2005-02-02 00:00:00.0,93,2005-02-04 00:00:00.0,copy
2400,561,2005-02-02 00:00:00.0,93,2005-02-04 00:00:00.0,copy
2925,562,2005-02-02 00:00:00.0,93,2005-02-04 00:00:00.0,copy
2902,563,2005-02-02 00:00:00.0,93,2005-02-04 00:00:00.0,copy
3308,564,2002-03-22 00:00:00.0,81,2005-02-16 00:00:00.0,copy
3223,565,2002-05-14 00:00:00.0,8,2005-02-26 00:00:00.0,copy
3363,566,2004-12-07 00:00:00.0,72,2005-03-01 00:00:00.0,copy
