BookID_Books,Title_Books,Theme_Books,Category_Books,Publisher_Books,PublicationYear,ISBN_Books,CoverType,Origin_Books,Shelf_Books,CopiesNo,FotocopiesNo,Includes,ISBN_norm,BookID_Books1,Author Name,Author Middle,Author Surname,Co-Authors,Title_Books1,Theme_Books1,Type,Category_Books1,Date of publication,Publisher_Books1,ISBN_Books1,Kind,Origin_Books1,Shelf_Books1,State,When_Borrowed,Who_Borrowed,Field18,Confidence,MatchType
1209,Foundations of Knowledge Representation and Reasoning,This collection of papers presents state-of-the-art research results on the foundations of Knowledge Representations (KR) combined with two survey articles.,proceedings,Springer-Verlag Berlin,1994,3540581073,paperback,CS,G121,1,0,,3540581073,1209,Gerhard,,Lakemeyer,"Gerhard Lakemeyer, Bernhard Nebel",Foundations of Knowledge Representation and Reasoning,This collection of papers presents state-of-the-art research results on the foundations of Knowledge Representations (KR) combined with two survey articles.,proceedings,Artificial Intelligence,1994,Springer-Verlag Berlin,3540581073,paperback,CS,G121,available,,,,Exact ISBN,Exact
1210,LATEX A Document Preparation System,1. LATEX (Computer system) 2. Computerized typesetting,book,Addison-Wesley Publishing Company,1986,020115790X,spiral,CS,G121,0,1,,020115790x,1210,Leslie,,Lamport,"Leslie Lamport, Duane Bibby",LATEX A Document Preparation System,1. LATEX (Computer system) 2. Computerized typesetting,book photocopy,General Purpose,1986,Addison-Wesley Publishing Company,020115790X,spiral,CS,G121,available,,,,Exact ISBN,Exact
1211,Gardens of Imagination Programming 3D Maze Games in C/C++,"Includes Sample Game, Design Utilities, Source Code, and More! (disk included)",book,Wait Group,1994,187873959X,paperback,CS,G122,1,0,,187873959x,1211,Christopher,,Lampton,Christopher Lampton,Gardens of Imagination Programming 3D Maze Games in C/C++,"Includes Sample Game, Design Utilities, Source Code, and More! (disk included)",book,Programming C++,1994,Wait Group,187873959X,paperback,CS,G122,unavailable,1996-04-25 00:00:00.0,CS,,Exact ISBN,Exact
1212,Current Issues in Expert Systems,This collection of papers from the 1985 International Professorship in Computer Science aims to provide a representative account of some of the major issues in artificial intelligence and expert systems.,book,Academic Press,1987,0127140301,hardbound,CS,G123,1,0,,0127140301,1212,A.,,Lamsweerde,"A. van Lamsweerde, P.  Dufour",Current Issues in Expert Systems,This collection of papers from the 1985 International Professorship in Computer Science aims to provide a representative account of some of the major issues in artificial intelligence and expert systems.,book,Expert Systems,1987,Academic Press,0127140301,hardbound,CS,G123,available,,,,Exact ISBN,Exact
1214,Teaching with Computers A New Menu for the '90s,This book discusses how educational administrators and teachers can put microcomputer technology to best use in the classroom.,book,Kogan Page,1989,1850919437,paperback,CS,G117,1,0,,1850919437,1214,Mary,Jo,Langhorne,"Mary Jo Langhorne, Jean O. Donham, Jure F. Gross and Denise Rehmke",Teaching with Computers A New Menu for the '90s,This book discusses how educational administrators and teachers can put microcomputer technology to best use in the classroom.,book,Education,1989,Kogan Page,1850919437,paperback,CS,G117,available,,,,Exact ISBN,Exact
1216,Understanding Interfaces A Handbook of Human-Computer Dialogue,"This book introduces the issues of interface use and design, discusses understanding interfaces in term of human communication, covers the skills necessary for interface use and examines the design and evaluation of interfaces.",book,Academic Press,1994,0125283903,hardbound,CS,G122,1,0,,0125283903,1216,Mark,W.,Lansdale,"Mark W. Lansdale, THomas C. Ormerod",Understanding Interfaces A Handbook of Human-Computer Dialogue,"This book introduces the issues of interface use and design, discusses understanding interfaces in term of human communication, covers the skills necessary for interface use and examines the design and evaluation of interfaces.",book,Human-Computer Interaction,1994,Academic Press,0125283903,hardbound,CS,G122,available,,,,Exact ISBN,Exact
1217,The Virtual Reality Primer,"The purpose of this book is to acquaint you, through relaxed descriptions of real applications and current research, with what virtual reality is and how we might be using it in the future.",book,McGraw-Hill,1993,0070364168,paperback,CS,G117,1,0,,0070364168,1217,L.,Casey,Larijani,L. Casey Larijani,The Virtual Reality Primer,"The purpose of this book is to acquaint you, through relaxed descriptions of real applications and current research, with what virtual reality is and how we might be using it in the future.",book,Virtual Reality,1993,McGraw-Hill,0070364168,paperback,CS,G117,available,,,,Exact ISBN,Exact
1218,Computer-Assisted Instruction and Intelligent Tutoring Systems: Shared Goals and Complementary Appro,1. Computer-assisted instruction 2. Intelligent tutoring systems.,book,Lawrence Erlbaum Associates,1992,0805802339,paperback,CS,G117,1,0,,0805802339,1218,Jill,H.,Larkin,"Jill H. Larkin, Ruth W. Chabay",Computer-Assisted Instruction and Intelligent Tutoring Systems: Shared Goals and Complementary Approaches,1. Computer-assisted instruction 2. Intelligent tutoring systems.,book,Educational Technology,1992,Lawrence Erlbaum Associates,0805802339,paperback,CS,G117,available,,,,Exact ISBN,Exact
1219,Computational Logic Essays in Honnor of Alan Robinson,"This book brings together seminal papers in inference, equality theories, and logic programming.",book,MIT Press,1991,0262121565,hardbound,CS,G121,1,0,,0262121565,1219,Jean,Louis,Lassez,"Jean-Louis Lassez, Gordon Plotkin",Computational Logic Essays in Honnor of Alan Robinson,"This book brings together seminal papers in inference, equality theories, and logic programming.",book,Logic Programming,1991,MIT Press,0262121565,hardbound,CS,G121,unavailable,1994-12-12 00:00:00.0,Ακουμιανάκης Δήμος,,Exact ISBN,Exact
1220,The Dictionary of Computer Graphics Technology and Applications,"This dictionary covers the software, hardware and applications of computer graphics.",book,Springer-Verlag Berlin,1991,3540975403,hardbound,CS,G121,1,0,,3540975403,1220,Roy,,Latham,Roy Latham,The Dictionary of Computer Graphics Technology and Applications,"This dictionary covers the software, hardware and applications of computer graphics.",book,Computer Graphics,1991,Springer-Verlag Berlin,3540975403,hardbound,CS,G121,available,,,,Exact ISBN,Exact
1221,Information Technology and Society,"This book provides a broad introduction to the vast array of information technologies (IT) used today as well as a survey of the global, ethical, political, cultural, social and environments issues raised by IT.",book,International Thomson Publishing,1994,0534195121,paperback,CS,G121,1,0,,0534195121,1221,Kenneth,C.,Laudon,"Kenneth C. Laudon, Carol Guercio Traver, Jane Price Laudon",Information Technology and Society,"This book provides a broad introduction to the vast array of information technologies (IT) used today as well as a survey of the global, ethical, political, cultural, social and environments issues raised by IT.",book,Information Technology,1994,International Thomson Publishing,0534195121,paperback,CS,G121,available,,,,Exact ISBN,Exact
1223,Computers as Theatre,In this book is presented a new framework for human-computer interaction and user-interface design.,book,Addison-Wesley Publishing Company,1991,0201510480,hardbound,CS,G122.C.3,1,0,,0201510480,1223,Brenda,,Laurel,Brenda Laurel,Computers as Theatre,In this book is presented a new framework for human-computer interaction and user-interface design.,book,Human-Computer Interaction,1991,Addison-Wesley Publishing Company,0201510480,hardbound,CS,G122.C.3,unavailable,1994-10-03 00:00:00.0,Παραμύθης Αλέξης,,Exact ISBN,Exact
1224,The Art of Human Computer Interface Design,This book provides an intriguing look at some of the most exciting developments in interface design.,book,Addison-Wesley Publishing Company,1990,0201517973,paperback,CS,G121,1,0,,0201517973,1224,Brenda,,Laurel,Brenda Laurel,The Art of Human Computer Interface Design,This book provides an intriguing look at some of the most exciting developments in interface design.,book,Human-Computer Interaction,1990,Addison-Wesley Publishing Company,0201517973,paperback,CS,G121,available,,,,Exact ISBN,Exact
1225,Problem Solving and Artificial Intelligence,"This book introduces the concepts of Artificial Intelligence, emphasising the acquisition and representation of knowledge in all its forms.",book,Prentice-Hall,1990,0137117485,paperback,3Π16,G123,1,0,,0137117485,1225,Jean Louis,,Lauriere,Jean-Louis Lauriere,Problem Solving and Artificial Intelligence,"This book introduces the concepts of Artificial Intelligence, emphasising the acquisition and representation of knowledge in all its forms.",book,Artificial Intelligence,1990,Prentice-Hall,0137117485,paperback,3Π16,G123,unavailable,1996-02-23 00:00:00.0,CS,,Exact ISBN,Exact
1226,"Artificial Intelligence and Education, Volume One: Learning Environments and Tutoring Systems",This book presents the two primary different approaches to the use of computers in education from the Artificial Intelligence perspective: Intelligent Tutoring Systems and Computer-based learning environments.,book,Ablex Publishing Corporation,1987,0893914398,paperback,CS,G117,1,0,,0893914398,1226,Robert,W.,Lawler,"Robert W. Lawler, Masoud Yazdani","Artificial Intelligence and Education, Volume One: Learning Environments and Tutoring Systems",This book presents the two primary different approaches to the use of computers in education from the Artificial Intelligence perspective: Intelligent Tutoring Systems and Computer-based learning environments.,book,Educational Technology,1987,Ablex Publishing Corporation,0893914398,paperback,CS,G117,unavailable,1995-07-27 00:00:00.0,CS,,Exact ISBN,Exact
1227,Cost-Benefit Analysis (Second Edition),This book provides an excellent review of the basic principles of benefit-cost analysis and shows how cost-benefit analysis might be applied to a specific real-life problem.,book,Cambridge University Press,1994,0521466741,paperback,CS,G121,1,0,,0521466741,1227,Richard,,Layard,"Richard Layard, Stephen Glaister",Cost-Benefit Analysis (Second Edition),This book provides an excellent review of the basic principles of benefit-cost analysis and shows how cost-benefit analysis might be applied to a specific real-life problem.,book,Economics,1994,Cambridge University Press,0521466741,paperback,CS,G121,available,,,,Exact ISBN,Exact
1228,Prolog,This book aims to provide a comprehensive exhibition of the techniques of Prolog programming.,book,John Wiley & Sons,1993,0471599700,paperback,CS,G121,1,0,,0471599700,1228,T. Van,,Le,T. Van Le,Techniques of Prolog Programming with Implementation of Logical Negation and Quantified Goals,This book aims to provide a comprehensive exhibition of the techniques of Prolog programming.,book,Language Prolog,1993,John Wiley & Sons,0471599700,paperback,CS,G121,available,,,,Exact ISBN,Exact
1229,Contexts of Computer-Mediated Communication,This book brings together the writings of key researches in the field of computer-mediated communication.,book,Harvester Press,1992,0745010695,paperback,CS,G122,1,0,,0745010695,1229,Martin,,Lea,Martin Lea,Contexts of Computer-Mediated Communication,This book brings together the writings of key researches in the field of computer-mediated communication.,book,Human-Computer Interaction,1992,Harvester Press,0745010695,paperback,CS,G122,available,,,,Exact ISBN,Exact
1230,Broadband Telecommunications Technology,This book treats the general aspects of technologies associated with future broadband telecommunications. ΔΩΡΕΑ ΣΤΗ ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.,book,Artech House,1993,089006653X,hardbound,CS/E,G123,1,0,,089006653x,1230,Byeong,Gi,Lee,"Byeong Gi Lee, Minho Kang, Jonghee Lee",Broadband Telecommunications Technology,This book treats the general aspects of technologies associated with future broadband telecommunications.,book,Telecommunications,1993,Artech House,089006653X,hardbound,CS/E,G123,available,,,,Exact ISBN,Exact
1231,"Critical Technology, Volume I of II","Proceedings of the 3rd World Congress on Expert Systems, February 5-9, 1996, Hotel Inter-Continental Seoul, Seoul Korea (included final program)",proceedings,Cognizant Communication Corporation,1996,1882345045,paperback,CS,G121,1,0,,1882345045,1231,Jae,Kyu,Lee,"Jae Kyu Lee, Jay Liebowitz, Young Moon Chae",Critical Technology Proceedings of the 3rd World Congress on Expert Systems Volume I,"Proceedings of the 3rd World Congress on Expert Systems, February 5-9, 1996, Hotel Inter-Continental Seoul, Seoul Korea (included final program)",proceedings,Expert Systems,1996,Cognizant Communication Corporation,1882345045,paperback,CS,G121,available,,,,Exact ISBN,Exact
1231,"Critical Technology, Volume I of II","Proceedings of the 3rd World Congress on Expert Systems, February 5-9, 1996, Hotel Inter-Continental Seoul, Seoul Korea (included final program)",proceedings,Cognizant Communication Corporation,1996,1882345045,paperback,CS,G121,1,0,,1882345045,1232,Jae,Kyu,Lee,"Jae Kyu Lee, Jay Liebowitz, Young Moon Chae",Critical Technology Proceedings of the 3rd World Congress on Expert Systems Volume II,"Proceedings of the 3rd World Congress on Expert Systems, February 5-9, 1996, Hotel Inter-Continental Seoul, Seoul Korea",proceedings,Expert Systems,1996,Cognizant Communication Corporation,1882345045,paperback,CS,G121,available,,,,Exact ISBN,Exact
1232,"Critical Technology, Volume II","Proceedings of the 3rd World Congress on Expert Systems, February 5-9, 1996, Hotel Inter-Continental Seoul, Seoul Korea",proceedings,Cognizant Communication Corporation,1996,1882345045,paperback,CS,G121,1,0,,1882345045,1231,Jae,Kyu,Lee,"Jae Kyu Lee, Jay Liebowitz, Young Moon Chae",Critical Technology Proceedings of the 3rd World Congress on Expert Systems Volume I,"Proceedings of the 3rd World Congress on Expert Systems, February 5-9, 1996, Hotel Inter-Continental Seoul, Seoul Korea (included final program)",proceedings,Expert Systems,1996,Cognizant Communication Corporation,1882345045,paperback,CS,G121,available,,,,Exact ISBN,Exact
1232,"Critical Technology, Volume II","Proceedings of the 3rd World Congress on Expert Systems, February 5-9, 1996, Hotel Inter-Continental Seoul, Seoul Korea",proceedings,Cognizant Communication Corporation,1996,1882345045,paperback,CS,G121,1,0,,1882345045,1232,Jae,Kyu,Lee,"Jae Kyu Lee, Jay Liebowitz, Young Moon Chae",Critical Technology Proceedings of the 3rd World Congress on Expert Systems Volume II,"Proceedings of the 3rd World Congress on Expert Systems, February 5-9, 1996, Hotel Inter-Continental Seoul, Seoul Korea",proceedings,Expert Systems,1996,Cognizant Communication Corporation,1882345045,paperback,CS,G121,available,,,,Exact ISBN,Exact
1234,Control of Computer-Based Technology for People with Physical Disabilities: An Assessment Manual,1. Computerized self-help devices for the handicapped.,book,University of Toronto Press,1990,080206695X,spiral,CS,G121,0,2,,080206695x,1234,Kathy,S.,Lee,"Kathy S. Lee, Debra Jay Thomas",Control of Computer-Based Technology for People with Physical Disabilities: An Assessment Manual,1. Computerized self-help devices for the handicapped.,book photocopy (2 copies),Rehabilitation Technology,1990,University of Toronto Press,080206695X,spiral,CS,G121,unavailable,1994-08-31 00:00:00.0,Ακουμιανάκης (1),,Exact ISBN,Exact
1235,Language Teaching Games and Contests,This book designed to make language learning enjoyable and effective and includes games for all age groups and language levels.,book,Oxford University Press,1986,0194327167,paperback,CS,G117,1,0,,0194327167,1235,W.,R.,Lee,W.R. Lee,Language Teaching Games and Contests,This book designed to make language learning enjoyable and effective and includes games for all age groups and language levels.,book,Education,1986,Oxford University Press,0194327167,paperback,CS,G117,available,,,,Exact ISBN,Exact
1236,Technology 2001 The Future of Computing and Communications,This book discusses the collection of technologies that could well define the computing and communications environment that lies ahead. ΔΩΡΕΑ ΣΤΗ ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.,book,MIT Press,1991,0262121506,paperback,CS,G123,1,0,,0262121506,1236,Derek,,Leebaert,"Derek Leebaert, Arthur C. Clarke",Technology 2001 The Future of Computing and Communications,This book discusses the collection of technologies that could well define the computing and communications environment that lies ahead.,book,History of Computing,1991,MIT Press,0262121506,paperback,CS,G123,available,,,,Exact ISBN,Exact
1237,Formal Models and Semantics Volume B,Includes bibliographical references and indexes. Contents: v.A.Algorithms and complexity--v.B.Formal models and semantics.,book,Elsevier Science Publishers,1990,0444880747,hardbound,CS,G121,1,0,,0444880747,1237,Jan,Van,Leeuwen,Jan Van Leeuwen,Formal Models and Semantics Volume B,Includes bibliographical references and indexes. Contents: v.A.Algorithms and complexity--v.B.Formal models and semantics.,book,Modelling,1990,Elsevier Science Publishers,0444880747,hardbound,CS,G121,available,,,,Exact ISBN,Exact
1238,Distributed Intelligence Trade-offs and Decisions for Computer Information Systems,This book is designed for students and professionals who seek a working knowledge of network-based computer information systems,book,South-Western Publishing Co.,1987,0538109300,hardbound,CS,G121,1,0,,0538109300,1238,William,E.,Leigh,"Leigh, Burgess",Distributed Intelligence Trade-offs and Decisions for Computer Information Systems,This book is designed for students and professionals who seek a working knowledge of network-based computer information systems,book,Information Systems,1987,South-Western Publishing Co.,0538109300,hardbound,CS,G121,available,,,,Exact ISBN,Exact
1239,The Handbook of Clinical Types in Medical Retardation,"This book is intended to provide in an organized and illustrated manner, the essential physical, neurological, mental, behavioral, health and etiological information required by the professional worker for evaluation and program planning.",book,Allyn and Bacon,1982,0205076416,spiral,CS,GUIB-LIB,0,1,,0205076416,1239,Seymour,,Lemeshow,Seymour Lemeshow,The Handbook of Clinical Types in Medical Retardation,"This book is intended to provide in an organized and illustrated manner, the essential physical, neurological, mental, behavioral, health and etiological information required by the professional worker for evaluation and program planning.",book photocopy,Disability,1982,Allyn and Bacon,0205076416,spiral,CS,GUIB-LIB,available,,,,Exact ISBN,Exact
1240,Cognitive Models and Intelligent Environments for Learning Programming,"This book is based on the NATO Advanced Research Workshop on Cognitive Models and Intelligent Environments for Learning Programming, held near Genova, Italy , March 17-21, 1992.",book,Springer-Verlag Berlin,1993,3540565809,hardbound,CS,G117,1,0,,3540565809,1240,Enrica,,Lemut,"Enrica Lemut, Benedict du Boulay, Giuliana Dettori",Cognitive Models and Intelligent Environments for Learning Programming,"This book is based on the NATO Advanced Research Workshop on Cognitive Models and Intelligent Environments for Learning Programming, held near Genova, Italy , March 17-21, 1992.",book,Educational Technology,1993,Springer-Verlag Berlin,3540565809,hardbound,CS,G117,available,,,,Exact ISBN,Exact
1241,Inheritance Hierarchies in Knowledge Represention and Programing Languages,This book aims to provide comparisons of how inheritence hierarchies are being used in the different applications areas so that the notion of inferitance hierarchies might be more clearly defined.,book,John Wiley & Sons,1991,0471927414,hardbound,CS,G121,1,0,,0471927414,1241,Maurizio,,Lenzerini,"Maurizio Lenzerini, Daniele Nardi, Maria Simi",Inheritance Hierarchies in Knowledge Represention and Programing Languages,This book aims to provide comparisons of how inheritence hierarchies are being used in the different applications areas so that the notion of inferitance hierarchies might be more clearly defined.,book,Expert Systems,1991,John Wiley & Sons,0471927414,hardbound,CS,G121,available,,,,Exact ISBN,Exact
1243,Programming for Graphics Files in C and C++,This technical source book gives C and C++ programmers the tools they need to incorporate efficient graphics-handling routines in their code.,book,John Wiley & Sons,1994,0471598542,paperback,CS,G123,1,0,,0471598542,1243,John,,Levine,John Levine,Programming for Graphics Files in C and C++,This technical source book gives C and C++ programmers the tools they need to incorporate efficient graphics-handling routines in their code.,book,Graphics Programming,1994,John Wiley & Sons,0471598542,paperback,CS,G123,available,,,,Exact ISBN,Exact
1245,Theory and Design of Digital Computers,This book describes the theory and engineering design of logic circuits and systems. ΔΩΡΕΑ ΣΤΗ ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.,book,Thomas Nelson and Sons,1972,017761014X,hardbound,CS,G122-CS,1,0,,017761014x,1245,Douglas,,Lewin,Douglas Lewin,Theory and Design of Digital Computers,This book describes the theory and engineering design of logic circuits and systems.,book,Computer Science,1972,Thomas Nelson and Sons,017761014X,hardbound,CS,G122-CS,available,,,,Exact ISBN,Exact
1246,Fundamentals of Systems Analysis with Application Design,Includes index. 1. System design. 2. System analysis. 3. Electronic data processing--Structured techniques.,book,Boyd & Fraser Publishing Company,1987,0878352244,hardbound,CS,G121,1,0,,0878352244,1246,Paul,S.,Licker,Paul S. Licker,Fundamentals of Systems Analysis with Application Design,Includes index. 1. System design. 2. System analysis. 3. Electronic data processing--Structured techniques.,book,Systems Analysis,1987,Boyd & Fraser Publishing Company,0878352244,hardbound,CS,G121,available,,,,Exact ISBN,Exact
1247,Simulation and the User Interface,This book is about the use of simulation in the development and optimization of human-machine work systems.,book,Taylor & Francis,1990,0850668034,hardbound,CS,G122,1,0,,0850668034,1247,M.,Andrew,Life,"M. Andrew Life, Caren S. Narborough-Hall, W. Ian Hamilton",Simulation and the User Interface,This book is about the use of simulation in the development and optimization of human-machine work systems.,book,User Interfaces,1990,Taylor & Francis,0850668034,hardbound,CS,G122,available,,,,Exact ISBN,Exact
1248,Artificial Intelligence and Mathematical Theory of Computation: Papers in honor  of John McCarthy,"1. Artificial Intelligence 2. Numerical calculations 3. Computers 4. Programming (Electronic computers) 5. McCarthy John, 1927",book,Academic Press,1991,0124500102,hardbound,CS,G121,1,0,,0124500102,1248,Vladimir,,Lifschitz,Vladimir Lifschitz,Artificial Intelligence and Mathematical Theory of Computation: Papers in honor  of John McCarthy,"1. Artificial Intelligence 2. Numerical calculations 3. Computers 4. Programming (Electronic computers) 5. McCarthy John, 1927",book,Artificial Intelligence,1991,Academic Press,0124500102,hardbound,CS,G121,available,,,,Exact ISBN,Exact
1249,Human Information Processing An Introduction to Psychology,This book describes recent developments in the field of human information processing.,book,Academic Press,1977,0124509320,paperback,CS,G122,1,0,,0124509320,1249,Peter,H.,Lindsay,"Peter H. Lindsay, Donald A. Norman",Human Information Processing An Introduction to Psychology,This book describes recent developments in the field of human information processing.,book,Human-Computer Interaction,1977,Academic Press,0124509320,paperback,CS,G122,available,,,,Exact ISBN,Exact
1252,Psychology,This book is for students taking their first course in psychology.,book,Worth Publishers,1975,0879010363,hardbound,CS,G117,1,0,,0879010363,1252,Gardner,,Lindzey,"Gardner Lindzey, Calvin S. Hall, Richard F. Thompson",Psychology,This book is for students taking their first course in psychology.,book,Psychology,1975,Worth Publishers,0879010363,hardbound,CS,G117,available,,,,Exact ISBN,Exact
1253,The Architecture of Small Computer Systems,This book provides with a readable and straightforward introduction to the basic structure of small computers. ΔΩΡΕΑ ΣΤΗ ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.,book,Prentice-Hall,1978,0130447501,paperback,CS,G122-CS,1,0,,0130447501,1253,Arthur,G.,Lippiatt,Arthur G. Lippiatt,The Architecture of Small Computer Systems,This book provides with a readable and straightforward introduction to the basic structure of small computers.,book,Computer Science,1978,Prentice-Hall,0130447501,paperback,CS,G122-CS,available,,,,Exact ISBN,Exact
1254,Programming for System 7,"This book describes the new features and functions of the system 7 Apple Macintosh, in detail. ΔΩΡΕΑ ΣΤΗ ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.",book,Addison-Wesley Publishing Company,1991,0201567709,paperback,3Π46,G123,1,0,,0201567709,1254,Gary,,Little,"Gary Little, Tim Swihart",Programming for System 7,"This book describes the new features and functions of the system 7 Apple Macintosh, in detail.",book,Programming,1991,Addison-Wesley Publishing Company,0201567709,paperback,3Π46,G123,available,,,,Exact ISBN,Exact
1255,Applications of Databases,"Proceedings from the 1st International Conference on Applications of Databases (ADA-94) was held on June 21-23, 1994, in Vadstena, Sweden. This conference was intended to explore innovative applications of databases.",proceedings,Springer-Verlag Berlin,1994,3540581839,paperback,CS,G121,1,0,,3540581839,1255,Witold,,Litwin,"Witold Litwin, Tore Risch",Applications of Databases ADB-94,"Proceedings from the 1st International Conference on Applications of Databases (ADA-94) was held on June 21-23, 1994, in Vadstena, Sweden. This conference was intended to explore innovative applications of databases.",proceedings,Databases,1994,Springer-Verlag Berlin,3540581839,paperback,CS,G121,available,,,,Exact ISBN,Exact
1256,Foundations of Disjunctive Logic Programming,"The authors describe model theoretic semantics, proof theoretic semantics, and fixpoint semantics for disjunctive and normal disjunctive programs and present theories of negation.",book,MIT Press,1992,0262121654,hardbound,CS,G121,1,0,,0262121654,1256,Jorge,,Lobo,"Jorge Lobo, Jack Minker, Arcot Rajasekar",Foundations of Disjunctive Logic Programming,"The authors describe model theoretic semantics, proof theoretic semantics, and fixpoint semantics for disjunctive and normal disjunctive programs and present theories of negation.",book,Logic Programming,1992,MIT Press,0262121654,hardbound,CS,G121,unavailable,1994-06-30 00:00:00.0,Ακουμιανάκης Δήμος,,Exact ISBN,Exact
1257,Cognitive Ergonomics and Human-Computer Interaction,"This book provides detailed reports of a number of long-term research projects, set within a framework for describing cognitive ergonomics activities and understanding their relationships.",book,Cambridge University Press,1989,0521371791,hardbound,CS,G122,1,0,,0521371791,1257,J.,,Long,"J. Long, A. Whitefield",Cognitive Ergonomics and Human-Computer Interaction,"This book provides detailed reports of a number of long-term research projects, set within a framework for describing cognitive ergonomics activities and understanding their relationships.",book,Human-Computer Interaction,1989,Cambridge University Press,0521371791,hardbound,CS,G122,available,,,,Exact ISBN,Exact
1258,Dictionary of Information Technology,"This encyclopedic dictionary of over 6000 entries describes all the concepts, systems, technologies, data and organization in this otherwise complex and confusing area.",book,Macmillan Press,1982,0333327624,paperback,CS,G117,1,0,,0333327624,1258,Dennis,,Longley,"Dennis Longley, Michael Shain",Dictionary of Information Technology,"This encyclopedic dictionary of over 6000 entries describes all the concepts, systems, technologies, data and organization in this otherwise complex and confusing area.",book,Dictionaries,1982,Macmillan Press,0333327624,paperback,CS,G117,available,,,,Exact ISBN,Exact
1259,Realistic User Requirements,"This book explores how the actual user requirements can be established, before the later stages of development are begun. It derives from a larger investigation into the specification and development of software systems.",book,NCC Publications,1987,0850126258,paperback,CS,G121,1,0,,0850126258,1259,G.,,Longworth,G. Longworth,Realistic User Requirements,"This book explores how the actural user requirements can be established, before the later stages of development are begun. It derives from a larger investigation into the specification and development of software systems.",book,Human Performance,1987,NCC Publications,0850126258,paperback,CS,G121,available,,,,Exact ISBN,Exact
1261,"Conceptual Modeling, Databases and CASE An Integrated View of Information Systems Development","This book provides a general discussion of research directions  in fields, Conceptual Modeling, Databases, and CASE.",book,John Wiley & Sons,1992,0471554626,hardbound,CS/E,G121,1,0,,0471554626,1261,Pericles,,Loucopoulos,"Pericles Loucopoulos, Robert Zicari","Conceptual Modeling, Databases and CASE An Integrated View of Information Systems Development","This book provides a general discussion of research directions  in fields, Conceptual Modeling, Databases, and CASE.",book,Information Systems,1992,John Wiley & Sons,0471554626,hardbound,CS/E,G121,available,,,,Exact ISBN,Exact
1262,The Strategic Management of Technological Innovation,This book shows the power of scholarship in directing attention to important areas of concern in the effective management of technological change.,book,John Wiley & Sons,1990,0471934658,paperback,CS,G121,1,0,,0471934658,1262,Ray,,Loveridge,"Ray Loveridge, Martyn Pitt",The Strategic Management of Technological Innovation,This book shows the power of scholarship in directing attention to important areas of concern in the effective management of technological change.,book,Innovation,1990,John Wiley & Sons,0471934658,paperback,CS,G121,available,,,,Exact ISBN,Exact
1263,Contemporary Ergonomics 1991 Ergonomics - Design for Performance,"Proceedings of the Ergonomics Society's on Ergonomics for Design and Performance, 1991 Annual Conference Southampton, England, 16-19 April 1991.",proceedings,Taylor & Francis,1991,0748400079,paperback,CS,,1,0,,0748400079,1263,E.,J.,Lovesey,E.J. Lovesey,Contemporary Ergonomics 1991 Ergonomics - Design for Performance,"Proceedings of the Ergonomics Society's on Ergonomics for Design and Performance, 1991 Annual Conference Southampton, England, 16-19 April 1991.",proceedings,Ergonomics,1991,Taylor & Francis,0748400079,paperback,CS,,available,,,,Exact ISBN,Exact
1264,Contemporary Ergonomics 1992 Ergonomics for Industry,"Proceedings of the Ergonomics Society's on Ergonomics for Industry, 1992 Annual Conference Birmingham, England, 7-10 April 1992",proceedings,Taylor & Francis,1992,0748400303,paperback,CS,,1,0,,0748400303,1264,E.,J.,Lovesey,E.J. Lovesey,Contemporary Ergonomics 1992 Ergonomics for Industry,"Proceedings of the Ergonomics Society's on Ergonomics for Industry, 1992 Annual Conference Birmingham, England, 7-10 April 1992",proceedings,Ergonomics,1992,Taylor & Francis,0748400303,paperback,CS,,available,,,,Exact ISBN,Exact
1265,Contemporary Ergonomics 1993 Ergonomics and Energy,"Proceedings of the Ergonomics Society's on Ergonomics and Energy, 1993 Annual Conference Edinburgh, Scotland, 13-16 April 1993",proceedings,Taylor & Francis,1993,0748400702,paperback,CS,,1,0,,0748400702,1265,E.,J.,Lovesey,E.J. Lovesey,Contemporary Ergonomics 1993 Ergonomics and Energy,"Proceedings of the Ergonomics Society's on Ergonomics and Energy, 1993 Annual Conference Edinburgh, Scotland, 13-16 April 1993",proceedings,Ergonomics,1993,Taylor & Francis,0748400702,paperback,CS,,available,,,,Exact ISBN,Exact
1266,Information Systems Implementation: Testing a Structural Model,The purpose of this book is to present a rigorous integrative model of the implementation process and test it with data.,book,Ablex Publishing Corporation,1990,089391665X,hardbound,CS,G121,1,0,,089391665x,1266,Henry,C.,Lucas,"Henry C. Lucas, Michael J. Ginzberg, Randall L. Schultz",Information Systems Implementation: Testing a Structural Model,The purpose of this book is to present a rigorous integrative model of the implementation process and test it with data.,book,Information Systems,1990,Ablex Publishing Corporation,089391665X,hardbound,CS,G121,available,,,,Exact ISBN,Exact
